"Word"	"PoSes"	"FqBand"	"OECRank"	"CEFRLevel"	"NextWord1"	"NextWord2"	"NextWord3"	"Length"	"Reps"	"Count"	"Verse"	"Bridge"	"Chorus"	"Refrain"	"InOut"	"Albums"	"Songs"	"AlbumOccurrences"
"well"	"Adve, Prep, Noun, Verb"	2	89	"A1"	"could've#3"	"enough#3"	"i'm#2"	4	0	71	24	7	32	0	8	10	33	"TSW#6, FER#16, SPN#4, RED#17, NEN#11, ...MANY"
"way"	"Noun, Adve"	2	90	"A1"	"home#32"	"down#4"	"forward#4"	3	0	177	52	16	100	2	7	12	74	"TSW#15, FER#40, SPN#24, RED#12, NEN#28, ...MANY"
"ways"	"Noun"	2	90	"A1"	""	""	""	4	0	8	4	0	2	2	0	6	6	"FER#1, SPN#1, NEN#1, EVE#1, MID#3, ...MANY"
"even"	"Adve, Conj, Adje, Verb, Noun"	3	91	"A1"	"know#7"	"though#7"	"when#6"	4	0	88	22	19	41	0	6	11	47	"TSW#6, FER#5, SPN#10, RED#7, NEN#7, ...MANY"
"new"	"Adje, Adve"	3	92	"A1"	"romantics#6"	"soundtrack#4"	"Maserati#2"	3	0	53	22	6	23	0	2	9	34	"SPN#3, RED#10, NEN#17, REP#3, LVR#4, ...MANY"
"newest"	"Adje"	3	92	"A1"	"thing#1"	""	""	6	0	1	1	0	0	0	0	1	1	"RED#1"
"want"	"Verb, Noun"	2	93	"A1"	"call#19"	"is#7"	"yeah#7"	4	2	249	46	33	143	1	26	12	62	"TSW#7, FER#15, SPN#11, RED#10, NEN#26, ...MANY"
"wants"	"Verb, Noun"	2	93	"A1"	"him#1"	"what's#1"	""	5	0	12	4	1	7	0	0	4	7	"NEN#1, LVR#1, EVE#5, TPD#5"
"'cause"	"Conj, Cont"	2	94	"A1"	"it's#23"	"baby#16"	"i'm#16"	6	0	365	70	44	230	3	18	12	139	"TSW#16, FER#48, SPN#33, RED#33, NEN#46, ...MANY"
"because"	"Conj, Prep"	2	94	"A1"	"i'm#4"	"these#2"	"it's#1"	7	0	29	6	6	15	0	2	11	20	"FER#2, SPN#2, RED#3, NEN#1, REP#5, ...MANY"
"any"	"Dete, Adve"	3	95	"A1"	"other#4"	"trace#4"	"good#3"	3	0	25	9	4	11	0	1	7	14	"SPN#1, RED#2, NEN#7, REP#3, FOL#1, ...MANY"
"these"	"Dete"	2	96	"A1"	"things#8"	"days#7"	"hands#5"	5	0	57	21	12	21	0	3	11	33	"FER#7, SPN#6, RED#6, NEN#9, REP#1, ...MANY"
"gave"	"Verb"	3	97	"A1"	"away#2"	"everything#1"	"us#1"	4	0	42	17	8	9	0	8	9	23	"FER#2, SPN#4, RED#2, NEN#2, LVR#4, ...MANY"
"give"	"Verb"	3	97	"A1"	"everything#2"	"after#1"	"him#1"	4	0	57	24	8	23	0	2	11	32	"TSW#3, FER#5, SPN#7, RED#4, NEN#4, ...MANY"
"gives"	"Verb"	3	97	"A1"	""	""	""	5	0	1	1	0	0	0	0	1	1	"SPN#1"
"day"	"Noun"	3	98	"A1"	"is#6"	"i'll#3"	"today#3"	3	0	71	30	6	30	0	5	12	38	"TSW#6, FER#13, SPN#16, RED#5, NEN#5, ...MANY"
"days"	"Noun"	3	98	"A1"	"clear#1"	"did#1"	"drag#1"	4	0	30	13	9	6	0	2	9	22	"FER#2, SPN#5, RED#7, REP#2, LVR#3, ...MANY"
"most"	"Adve, Dete"	4	99	"A1"	"fun#4"	"likely#3"	"times#2"	4	0	21	5	2	14	0	0	7	11	"FER#1, RED#4, NEN#1, REP#5, LVR#3, ...MANY"
"us"	"Pron"	3	100	"A1"	"down#6"	"is#4"	"looks#4"	2	0	108	37	13	54	0	4	13	50	"TSW#2, FER#7, SPN#15, RED#11, NEN#20, ...MANY"
"here"	"Adve, Noun"	2		"A1"	"hopin'#11"	"right#6"	"forever#4"	4	0	161	47	20	85	3	6	13	69	"TSW#8, FER#31, SPN#8, RED#42, NEN#16, ...MANY"
"more"	"Adve, Dete, Noun"	2		"A1"	"than#11"	"angry#2"	"crazy#2"	4	0	62	12	11	36	0	3	12	35	"TSW#2, FER#5, SPN#2, RED#1, NEN#4, ...MANY"
"thing"	"Noun"	2		"A1"	"that's#6"	"honey#3"	"missin'#3"	5	0	94	20	17	53	0	4	13	47	"TSW#5, FER#4, SPN#8, RED#9, NEN#7, ...MANY"
"thing's"	"Noun"	2		"A1"	""	""	""	7	0	1	1	0	0	0	0	1	1	"REP#1"
"things"	"Noun"	2		"A1"	"around#6"	"darlin'#4"	"like#3"	6	0	103	36	7	51	0	9	13	49	"TSW#1, FER#13, SPN#14, RED#5, NEN#5, ...MANY"
"great"	"Adje, Adve"	3		"A1"	"American#2"	"divide#2"	"escape#2"	5	0	13	8	1	4	0	0	9	10	"TSW#1, SPN#2, NEN#1, REP#1, LVR#1, ...MANY"
"greater"	"Adje"	3		"A1"	"woman#4"	"baby#2"	"than#1"	7	0	7	1	2	3	0	1	3	3	"FER#1, NEN#2, TPD#4"
"down"	"Adve, Prep, Noun, Adje, Verb"	3		"A1"	"bad#15"	"your#10"	"16th-Avenue#4"	4	9	291	71	26	174	3	17	13	118	"TSW#10, FER#31, SPN#41, RED#40, NEN#30, ...MANY"
"never"	"Adve"	3		"A1"	"gonna#41"	"been#18"	"ever#17"	5	0	481	103	34	299	7	38	13	129	"TSW#25, FER#41, SPN#53, RED#71, NEN#44, ...MANY"
"really"	"Adve"	3		"A1"	"wanna#7"	"deep#5"	"bad#4"	6	2	66	15	10	35	6	0	12	33	"TSW#10, FER#9, SPN#5, RED#6, NEN#5, ...MANY"
"right"	"Adve, Noun, Adje, Verb"	3		"A1"	"here#19"	"now#17"	"through#15"	5	3	178	54	29	91	0	4	13	76	"TSW#8, FER#17, SPN#19, RED#18, NEN#18, ...MANY"
"still"	"Adve, Adje, Noun, Verb"	3		"A1"	"see#10"	"worship#10"	"got#9"	5	0	178	34	30	99	0	15	10	65	"TSW#13, FER#13, SPN#31, RED#19, NEN#7, ...MANY"
"too"	"Adve"	3		"A1"	"late#18"	"much#18"	"well#13"	3	0	152	41	17	81	2	11	13	72	"TSW#3, FER#15, SPN#13, RED#28, NEN#22, ...MANY"
"very"	"Adve, Adje"	3		"A1"	"first#17"	"last#2"	"tall#2"	4	0	30	9	8	11	0	2	9	16	"TSW#7, FER#3, SPN#3, RED#6, NEN#6, ...MANY"
"why"	"Adve, Noun"	3		"A1"	"are#6"	"can't#3"	"don't#3"	3	2	121	28	18	74	0	1	13	54	"TSW#23, FER#26, SPN#14, RED#18, NEN#4, ...MANY"
"many"	"Dete"	3		"A1"	"signs#7"	"different#3"	"friends#3"	4	0	38	8	12	12	2	4	11	19	"TSW#1, FER#1, SPN#6, RED#3, NEN#5, ...MANY"
"those"	"Dete"	3		"A1"	"nights#9"	"green#3"	"times#3"	5	0	40	15	6	18	0	1	9	24	"TSW#3, FER#4, SPN#6, RED#11, FOL#5, ...MANY"
"oh"	"Inte"	3		"A1"	"yeah#29"	"no#19"	"i'm#13"	2	257	618	58	60	357	0	86	12	124	"TSW#46, FER#68, SPN#44, RED#96, NEN#100, ...MANY"
"yeah"	"Inte"	3		"A1"	"oh#9"	"they'll#4"	"you're#4"	4	51	211	29	14	126	3	39	12	69	"TSW#7, FER#13, SPN#17, RED#45, NEN#16, ...MANY"
"child"	"Noun"	3		"A1"	"when#3"	"did#1"	"ever#1"	5	0	11	5	0	6	0	0	7	8	"FER#1, RED#1, LVR#3, FOL#1, MID#1, ...MANY"
"child's"	"Noun"	3		"A1"	"play#1"	""	""	7	0	1	1	0	0	0	0	1	1	"TPD#1"
"children"	"Noun"	3		"A1"	"runnin'#1"	"some#1"	""	8	0	2	1	1	0	0	0	2	2	"SPN#1, RED#1"
"children's"	"Noun"	3		"A1"	"swings#1"	""	""	10	0	1	0	1	0	0	0	1	1	"TPD#1"
"life"	"Noun"	3		"A1"	"is#11"	"was#9"	"are#4"	4	0	133	27	25	77	1	3	13	62	"TSW#6, FER#5, SPN#25, RED#5, NEN#16, ...MANY"
"life's"	"Noun"	3		"A1"	"ruined#1"	""	""	6	0	1	0	0	0	0	1	1	1	"NEN#1"
"lives"	"Noun, Verb"	3		"A1"	""	""	""	5	0	11	5	2	4	0	0	9	9	"FER#1, SPN#1, RED#1, NEN#1, LVR#1, ...MANY"
"man"	"Noun, Verb"	3		"A1"	"then#4"	"had#3"	"has#3"	3	0	113	15	9	78	0	11	11	30	"TSW#3, FER#2, SPN#3, RED#23, REP#3, ...MANY"
"man's"	"Noun, Verb"	3		"A1"	"careful#5"	""	""	5	0	5	0	0	5	0	0	1	1	"SPN#5"
"men"	"Noun"	3		"A1"	"once#3"	"did#1"	"masqueraded#1"	3	0	12	6	4	1	0	1	7	10	"NEN#1, LVR#2, FOL#1, EVE#1, MID#1, ...MANY"
"woman"	"Noun"	3		"A1"	"would've#2"	"wouldn't#2"	"has#1"	5	0	20	3	4	11	0	2	2	6	"FOL#11, TPD#9"
"women"	"Noun"	3		"A1"	"like#1"	""	""	5	0	4	3	1	0	0	0	2	4	"FOL#2, MID#2"
"world"	"Noun"	3		"A1"	"apart#3"	"i'll#3"	"moves#2"	5	0	52	21	5	24	0	2	11	29	"TSW#5, FER#3, SPN#9, RED#1, NEN#4, ...MANY"
"world's"	"Noun"	3		"A1"	""	""	""	7	0	1	1	0	0	0	0	1	1	"SPN#1"
"worlds"	"Noun"	3		"A1"	"away#1"	"where#1"	""	6	0	2	0	2	0	0	0	2	2	"RED#1, EVE#1"
"last"	"Numb, Verb, Adve, Noun, Adje"	3		"A1"	"time#48"	"forever#8"	"kiss#6"	4	0	104	17	11	61	0	15	10	39	"FER#10, SPN#9, RED#47, NEN#14, REP#4, ...MANY"
"through"	"Prep, Adve, Adje"	3		"A1"	"your#3"	"smoke#2"	"again#1"	7	0	110	43	25	38	0	4	13	60	"TSW#9, FER#16, SPN#9, RED#21, NEN#3, ...MANY"
"ones"	"Pron"	3		"A1"	"too#2"	"never#1"	"think#1"	4	0	10	4	0	4	2	0	6	7	"SPN#2, RED#1, REP#2, LVR#1, LSG#3, ...MANY"
"somethin'"	"Pron, Noun, Cont"	3		"A1"	"bad#8"	"'bout#2"	"greater#2"	9	0	46	18	6	21	0	1	9	26	"TSW#1, FER#6, SPN#7, RED#3, NEN#6, ...MANY"
"something"	"Pron, Noun"	3		"A1"	"don't#3"	"that'll#3"	"awful#2"	9	0	39	19	5	14	0	1	10	28	"TSW#2, FER#1, SPN#9, RED#3, LVR#4, ...MANY"
"May"	"Prop"	3		""	"these#1"	""	""	3	0	1	0	1	0	0	0	1	1	"SPN#1"
"ask"	"Verb"	3		"A1"	"anyone#3"	"them#1"	""	3	0	31	6	7	17	0	1	10	17	"TSW#4, FER#6, SPN#1, RED#1, LVR#2, ...MANY"
"asked"	"Verb"	3		"A1"	""	""	""	5	0	9	5	4	0	0	0	5	7	"RED#1, REP#1, EVE#5, MID#1, LSG#1"
"asks"	"Verb"	3		"A1"	"any#1"	""	""	4	0	2	1	1	0	0	0	2	2	"EVE#1, TPD#1"
"call"	"Verb, Noun"	3		"A1"	"your#4"	"anymore#3"	"home#3"	4	0	128	18	14	62	2	32	11	38	"FER#5, SPN#7, RED#20, NEN#7, REP#47, ...MANY"
"calls"	"Verb, Noun"	3		"A1"	"exactly#1"	""	""	5	0	3	2	1	0	0	0	3	3	"FER#1, SPN#1, RED#1"
"feel"	"Verb, Noun"	3		"A1"	"like#20"	"is#3"	"nothin'#3"	4	0	125	24	14	79	0	8	11	52	"TSW#5, FER#38, SPN#10, RED#15, NEN#6, ...MANY"
"feels"	"Verb, Noun"	3		"A1"	"like#21"	"impossible#3"	"better#1"	5	0	28	12	2	14	0	0	8	15	"TSW#2, FER#1, RED#9, LVR#1, EVE#3, ...MANY"
"find"	"Verb, Noun"	3		"A1"	"another#14"	"myself#5"	"everything#3"	4	0	88	15	8	55	0	10	11	38	"TSW#9, FER#8, SPN#7, RED#4, NEN#1, ...MANY"
"finds"	"Verb, Noun"	3		"A1"	"another#1"	""	""	5	0	2	2	0	0	0	0	2	2	"TSW#1, NEN#1"
"let"	"Verb, Noun"	3		"A1"	"no#2"	"nobody#2"	"them#2"	3	0	104	15	15	56	12	6	11	47	"TSW#12, FER#8, SPN#16, RED#13, NEN#14, ...MANY"
"lets"	"Verb"	3		"A1"	""	""	""	4	0	3	0	0	3	0	0	1	1	"TSW#3"
"may"	"Verb, Noun"	3		"A2"	"like#2"	"never#1"	""	3	0	5	5	0	0	0	0	2	3	"MID#2, TPD#3"
"mean"	"Verb, Noun, Adje"	3		"A1"	"streak#2"	"every#1"	"is#1"	4	0	53	10	14	28	0	1	11	21	"FER#9, SPN#22, RED#2, NEN#1, REP#1, ...MANY"
"means"	"Verb"	3		"A1"	""	""	""	5	0	3	2	1	0	0	0	3	3	"RED#1, MID#1, TPD#1"
"meant"	"Verb"	3		"A1"	"just#1"	""	""	5	0	8	3	1	4	0	0	5	6	"FER#1, NEN#1, LVR#3, MID#1, TPD#2"
"need"	"Verb, Noun"	3		"A1"	"is#6"	"your#3"	"some#2"	4	0	73	15	13	43	0	2	11	35	"TSW#6, FER#13, SPN#8, RED#5, NEN#3, ...MANY"
"needing"	"Verb"	3		"A1"	""	""	""	7	0	2	2	0	0	0	0	2	2	"TSW#1, RED#1"
"needs"	"Verb, Noun"	3		"A1"	""	""	""	5	0	1	1	0	0	0	0	1	1	"EVE#1"
"should"	"Verb"	3		"A1"	"find#8"	"see#8"	"keep#6"	6	0	88	20	14	46	0	8	12	29	"TSW#5, FER#3, SPN#12, RED#7, NEN#2, ...MANY"
"tell"	"Verb"	3		"A1"	"'em#8"	"him#4"	"no#4"	4	0	159	41	25	91	1	1	12	74	"TSW#8, FER#20, SPN#13, RED#25, NEN#15, ...MANY"
"tellin'"	"Verb, Cont"	3		"A1"	"him#2"	"jokes#1"	"stories#1"	7	0	12	2	2	8	0	0	5	6	"FER#1, SPN#1, RED#6, EVE#2, TPD#2"
"tells"	"Verb"	3		"A1"	""	""	""	5	0	4	1	0	3	0	0	2	2	"FER#3, LVR#1"
"told"	"Verb"	3		"A1"	"'em#2"	"across#1"	"him#1"	4	0	38	16	4	15	0	3	11	26	"TSW#2, FER#6, SPN#1, RED#1, NEN#2, ...MANY"
"try"	"Verb, Noun"	3		"A1"	"again#1"	""	""	3	3	32	13	8	8	0	3	10	24	"TSW#4, FER#4, SPN#4, RED#4, REP#4, ...MANY"
"bad"	"Adje, Adve, Noun"	4		"A1"	"blood#17"	"girl#8"	"feelin'#7"	3	12	132	29	9	84	2	8	13	42	"TSW#5, FER#5, SPN#5, RED#2, NEN#25, ...MANY"
"baddest"	"Adje"	4		"A1"	""	""	""	7	0	1	1	0	0	0	0	1	1	"LSG#1"
"big"	"Adje, Adve"	4		"A1"	"reputation#9"	"enough#4"	"old#4"	3	0	42	14	4	9	15	0	10	19	"FER#2, SPN#11, RED#3, NEN#1, REP#16, ...MANY"
"bigger"	"Adje"	4		"A1"	"than#5"	"artist#1"	"bed#1"	6	0	14	4	1	9	0	0	6	9	"TSW#1, FER#2, SPN#2, MID#4, TPD#2, ...MANY"
"high"	"Adje, Adve, Noun"	4		"A1"	"infidelity#6"	"heels#4"	"school#4"	4	0	44	12	2	28	0	2	12	24	"TSW#3, FER#1, SPN#5, RED#1, NEN#4, ...MANY"
"higher"	"Adje"	4		"A1"	""	""	""	6	0	8	0	0	8	0	0	1	1	"TPD#8"
"highest"	"Adje"	4		"A1"	"heels#4"	"bid#1"	"grade#1"	7	0	7	2	0	4	0	1	3	4	"RED#1, FOL#4, TPD#2"
"old"	"Adje, Noun"	4		"A1"	"city#4"	"pickup#4"	"cardigan#3"	3	0	55	17	6	25	3	4	11	28	"TSW#9, FER#3, SPN#8, RED#4, NEN#2, ...MANY"
"older"	"Adje"	4		"A1"	"guys#1"	"than#1"	"too#1"	5	0	10	8	1	1	0	0	6	9	"SPN#2, RED#1, NEN#1, REP#3, EVE#2, ...MANY"
"again"	"Adve"	4		"A1"	"tonight#2"	"when#2"	"he's#1"	5	0	114	29	16	62	0	7	12	47	"TSW#4, FER#9, SPN#12, RED#22, NEN#6, ...MANY"
"always"	"Adve"	4		"A1"	"easy#4"	"ends#4"	"leads#4"	6	0	91	22	11	48	0	10	11	46	"FER#16, SPN#7, RED#6, NEN#8, LVR#5, ...MANY"
"off"	"Adve, Prep, Adje"	4		"A1"	"your#8"	"ha#6"	"our#6"	3	0	147	40	20	80	0	7	12	61	"TSW#1, FER#10, SPN#10, RED#10, NEN#50, ...MANY"
"today"	"Adve"	4		"A1"	"was#16"	"got#1"	"is#1"	5	0	29	11	2	15	0	1	5	8	"TSW#1, FER#20, SPN#4, RED#3, FOL#1"
"where"	"Adve, Conj"	4		"A1"	"no#3"	"our#3"	"you've#3"	5	0	98	33	17	44	3	1	13	57	"TSW#1, FER#4, SPN#10, RED#11, NEN#5, ...MANY"
"every"	"Arti, Adve"	4		"A1"	"time#35"	"day#15"	"single#12"	5	0	118	37	22	46	0	13	13	64	"TSW#6, FER#16, SPN#9, RED#13, NEN#16, ...MANY"
"while"	"Conj, Noun"	4		"A2"	"dancing#2"	"since#2"	"you're#2"	5	0	28	16	8	2	0	2	9	25	"FER#5, SPN#3, RED#5, NEN#2, REP#2, ...MANY"
"another"	"Dete, Pron"	4		"A1"	"like#5"	"picture#4"	"wide-eyed#3"	7	0	48	12	6	21	0	9	11	21	"TSW#5, FER#6, SPN#4, RED#3, REP#4, ...MANY"
"few"	"Dete"	4		"A1"	"lifetimes#2"	"times#2"	"years#2"	3	0	11	6	1	3	0	1	8	10	"TSW#2, SPN#1, RED#2, NEN#1, REP#1, ...MANY"
"much"	"Dete, Adve, Conj"	4		"A1"	"better#3"	"older#2"	"sad#2"	4	0	65	23	7	28	0	7	11	38	"FER#10, SPN#7, RED#13, NEN#4, REP#2, ...MANY"
"own"	"Dete, Verb"	4		"A1"	"kid#4"	"name#4"	"sunshine#3"	3	0	37	12	2	20	0	3	10	22	"TSW#4, SPN#4, RED#4, NEN#4, REP#1, ...MANY"
"same"	"Dete, Adve"	4		"A1"	"little#3"	"old#3"	"searing#2"	4	0	42	19	3	19	0	1	10	27	"TSW#1, FER#3, SPN#7, RED#7, REP#2, ...MANY"
"such"	"Dete, Prep"	4		"A2"	"power#1"	"thing#1"	""	4	0	10	4	3	3	0	0	4	7	"FER#2, REP#4, EVE#2, TPD#2"
"yes"	"Inte"	4		"A1"	"i'm#7"	"run#4"	"instead#1"	3	4	36	2	1	33	0	0	9	11	"TSW#2, FER#7, SPN#8, RED#2, REP#1, ...MANY"
"book"	"Noun, Verb"	4		"A1"	"when#2"	"covered#1"	"page#1"	4	0	10	3	1	6	0	0	4	7	"FER#1, SPN#5, RED#1, TPD#3"
"books"	"Noun, Verb"	4		"A1"	"beside#1"	""	""	5	0	2	1	1	0	0	0	2	2	"LVR#1, EVE#1"
"case"	"Noun, Conj, Verb"	4		"A2"	"you'd#4"	"you're#2"	""	4	0	10	3	1	3	0	3	4	5	"TSW#1, FOL#4, EVE#2, TPD#3"
"cities"	"Noun"	4		"A1"	""	""	""	6	0	2	2	0	0	0	0	2	2	"RED#1, LVR#1"
"city"	"Noun"	4		"A1"	"screams#5"	"hopes#3"	"away#1"	4	0	30	12	0	17	0	1	8	18	"SPN#6, RED#5, NEN#1, LVR#6, FOL#1, ...MANY"
"city's"	"Noun"	4		"A1"	"asleep#1"	"barren#1"	""	6	0	2	2	0	0	0	0	2	2	"RED#1, REP#1"
"company"	"Noun"	4		"A1"	""	""	""	7	0	5	0	0	5	0	0	3	3	"LVR#1, TPD#3, LSG#1"
"country"	"Noun"	4		"A1"	"guess#1"	""	""	7	0	1	0	1	0	0	0	1	1	"LVR#1"
"family"	"Noun"	4		"A1"	"gathers#1"	"watches#1"	""	6	0	16	6	4	6	0	0	7	11	"SPN#2, RED#1, FOL#2, EVE#1, MID#2, ...MANY"
"friend"	"Noun"	4		"A1"	"down#1"	"you've#1"	""	6	0	28	6	3	18	0	1	9	13	"FER#2, NEN#3, REP#7, LVR#7, FOL#4, ...MANY"
"friends"	"Noun"	4		"A1"	"talk#8"	"are#6"	"cancelled#4"	7	0	93	30	17	43	0	3	12	53	"TSW#2, FER#5, SPN#6, RED#12, NEN#4, ...MANY"
"game"	"Noun, Verb, Adje"	4		"A1"	"end#5"	"token#2"	"bets#1"	4	0	40	12	3	23	0	2	10	15	"SPN#2, RED#2, NEN#5, REP#20, FOL#1, ...MANY"
"games"	"Noun, Verb"	4		"A1"	"begin#12"	"'til#1"	"when#1"	5	0	20	3	0	5	12	0	5	8	"FER#1, SPN#1, NEN#1, REP#13, LVR#4"
"group"	"Noun, Verb"	4		"A1"	""	""	""	5	0	1	0	1	0	0	0	1	1	"EVE#1"
"guy"	"Noun, Verb"	4		"A2"	"said#1"	""	""	3	0	14	7	3	3	0	1	6	12	"FER#1, RED#1, LVR#1, EVE#2, MID#5, ...MANY"
"guys"	"Noun"	4		"A2"	"good#1"	"promised#1"	""	4	0	6	6	0	0	0	0	4	5	"NEN#1, REP#1, LVR#3, LSG#1"
"hand"	"Noun, Verb"	4		"A1"	"then#4"	"was#3"	"while#2"	4	0	65	18	8	37	0	2	11	35	"FER#8, SPN#2, RED#5, NEN#9, REP#3, ...MANY"
"hand's"	"Noun, Verb"	4		"A1"	"wrapped#1"	""	""	6	0	1	1	0	0	0	0	1	1	"SPN#1"
"hands"	"Noun, Verb"	4		"A1"	"tied#16"	"are#7"	"had#5"	5	0	57	16	9	30	0	2	10	28	"FER#5, SPN#8, RED#2, NEN#6, REP#24, ...MANY"
"house"	"Noun, Verb"	4		"A1"	"is#2"	"flower#1"	"gets#1"	5	0	37	15	7	14	0	1	9	26	"TSW#1, FER#3, SPN#2, RED#2, FOL#3, ...MANY"
"houses"	"Noun, Verb"	4		"A1"	""	""	""	6	0	1	0	1	0	0	0	1	1	"EVE#1"
"job"	"Noun"	4		"A1"	"then#1"	""	""	3	0	3	2	0	0	0	1	2	3	"EVE#2, TPD#1"
"lot"	"Noun, Adve"	4		"A1"	"like#4"	"more#1"	"yeah#1"	3	0	21	5	0	16	0	0	7	9	"TSW#3, FER#1, SPN#4, FOL#2, MID#7, ...MANY"
"money"	"Noun"	4		"A1"	"being#2"	"goes#1"	"suit#1"	5	0	17	9	4	4	0	0	9	12	"SPN#1, RED#1, NEN#1, REP#1, FOL#4, ...MANY"
"night"	"Noun"	4		"A1"	"when#7"	"is#5"	"never#4"	5	0	166	39	16	104	0	7	12	74	"TSW#7, FER#23, SPN#13, RED#37, NEN#14, ...MANY"
"nights"	"Noun"	4		"A1"	"are#3"	"we're#1"	"when#1"	6	0	22	6	5	11	0	0	8	12	"SPN#1, RED#10, NEN#2, REP#1, LVR#1, ...MANY"
"number"	"Noun, Verb"	4		"A1"	""	""	""	6	0	11	0	5	6	0	0	3	3	"RED#2, REP#3, LSG#6"
"numbers"	"Noun, Verb"	4		"A1"	"baby#1"	""	""	7	0	2	2	0	0	0	0	2	2	"NEN#1, FOL#1"
"part"	"Noun, Adve, Prep, Verb"	4		"A1"	""	""	""	4	0	10	5	3	2	0	0	6	7	"TSW#2, FER#2, NEN#1, LVR#3, FOL#1, ...MANY"
"parts"	"Noun, Verb"	4		"A1"	""	""	""	5	0	1	0	0	0	0	1	1	1	"TPD#1"
"place"	"Noun, Verb"	4		"A1"	"where#6"	"was#5"	"shimmer#4"	5	0	51	18	2	29	0	2	12	28	"TSW#4, FER#4, SPN#4, RED#7, NEN#2, ...MANY"
"places"	"Noun, Verb"	4		"A1"	"i'd#6"	"where#1"	""	6	0	28	2	1	25	0	0	7	7	"TSW#3, SPN#1, RED#6, NEN#14, EVE#1, ...MANY"
"point"	"Noun, Verb"	4		"A1"	""	""	""	5	0	2	0	2	0	0	0	2	2	"SPN#1, FOL#1"
"problem"	"Noun"	4		"A1"	"it's#7"	"anymore#1"	""	7	0	8	0	2	6	0	0	2	2	"FOL#1, MID#7"
"problems"	"Noun"	4		"A1"	""	""	""	8	0	13	1	0	11	0	1	3	3	"RED#1, NEN#5, EVE#7"
"question"	"Noun, Verb"	4		"A1"	"how#1"	"kept#1"	"pounds#1"	8	0	11	3	0	8	0	0	5	5	"SPN#1, LVR#1, EVE#1, MID#7, LSG#1"
"questions"	"Noun, Verb"	4		"A1"	"here#1"	""	""	9	0	3	2	1	0	0	0	3	3	"LVR#1, EVE#1, TPD#1"
"school"	"Noun, Verb"	4		"A1"	"every#2"	"is#2"	"bell#1"	6	0	23	14	1	7	0	1	10	19	"FER#1, SPN#3, RED#1, NEN#1, REP#1, ...MANY"
"state"	"Noun, Verb"	4		"A2"	""	""	""	5	0	3	1	1	0	0	1	2	2	"TSW#1, RED#2"
"stories"	"Noun"	4		"A1"	"'bout#1"	"burning#1"	"ending#1"	7	0	7	5	1	1	0	0	5	7	"SPN#1, RED#2, LVR#2, EVE#1, TPD#1"
"story"	"Noun"	4		"A1"	"short#8"	"baby#4"	"isn't#1"	5	0	28	7	3	16	0	2	6	11	"TSW#2, FER#5, SPN#10, REP#1, EVE#9, ...MANY"
"story's"	"Noun"	4		"A1"	"got#1"	"over#1"	""	7	0	2	2	0	0	0	0	2	2	"RED#1, LVR#1"
"system"	"Noun"	4		"A2"	""	""	""	6	0	1	1	0	0	0	0	1	1	"MID#1"
"system's"	"Noun"	4		"A2"	"breaking#2"	""	""	8	0	2	2	0	0	0	0	1	1	"MID#2"
"week"	"Noun"	4		"A1"	""	""	""	4	0	4	2	0	0	0	2	1	3	"RED#4"
"weeks"	"Noun"	4		"A1"	"ago#1"	"now#1"	""	5	0	3	2	1	0	0	0	3	3	"REP#1, FOL#1, TPD#1"
"next"	"Numb, Prep"	4		"A1"	"chapter#1"	"four#1"	"mistake#1"	4	0	20	6	1	12	0	1	9	12	"TSW#1, FER#4, SPN#2, RED#4, NEN#5, ...MANY"
"three"	"Numb"	4		"A1"	"four#7"	"hundred#3"	"times#3"	5	0	26	13	2	8	0	3	8	15	"TSW#1, FER#1, RED#2, NEN#3, REP#4, ...MANY"
"against"	"Prep"	4		"A2"	""	""	""	7	0	5	2	0	3	0	0	2	3	"SPN#4, REP#1"
"between"	"Prep, Adve, Adje"	4		"A1"	"us#5"	"telephones#3"	"your#2"	7	0	16	4	2	4	0	6	8	10	"TSW#1, SPN#2, RED#5, LVR#1, EVE#2, ...MANY"
"without"	"Prep, Adve"	4		"A1"	"ever#3"	"knowing#1"	"me#1"	7	0	31	9	1	20	0	1	8	13	"TSW#3, FER#9, RED#4, REP#1, LVR#3, ...MANY"
"became"	"Verb"	4		"A1"	"foreign#1"	"hypnotized#1"	""	6	0	6	4	2	0	0	0	5	6	"RED#1, LVR#2, FOL#1, MID#1, TPD#1"
"become"	"Verb"	4		"A1"	""	""	""	6	0	8	2	3	1	0	2	4	5	"RED#2, REP#4, EVE#1, MID#1"
"becomes"	"Verb"	4		"A1"	"sick#1"	""	""	7	0	3	2	0	1	0	0	3	3	"NEN#1, MID#1, TPD#1"
"begin"	"Verb"	4		"A1"	"again#4"	"ah-ah#1"	""	5	0	17	1	0	3	12	1	3	3	"RED#4, REP#12, EVE#1"
"begins"	"Verb"	4		"A1"	""	""	""	6	0	1	0	0	1	0	0	1	1	"NEN#1"
"begun"	"Verb"	4		"A1"	""	""	""	5	0	1	0	0	1	0	0	1	1	"OTH#1"
"believe"	"Verb"	4		"A1"	"i'm#4"	"them#3"	"anything#2"	7	0	47	10	1	31	0	5	11	27	"TSW#3, FER#11, SPN#6, RED#5, NEN#1, ...MANY"
"believed"	"Verb"	4		"A1"	"love#3"	"we'd#1"	""	8	0	11	4	4	3	0	0	7	8	"TSW#1, FER#1, SPN#2, LVR#3, MID#1, ...MANY"
